Fold,Dataset,_gamma_2,_gamma_3,_batch_size,_latent_dims,Model,Attention,Attention_Method,Incerteza,Sampling Mode,Loss Function,Test - loss,Test - Accuracy Score,Test - Balanced Accuracy Score,Test - Precision Score,Test - Recall Score,Test - F1 Score
0,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,False,Loung,False,None,cross_entropy_loss,316.07431070520244,0.8807339449541285,0.8853146853146854,0.8807339449541285,0.8861012294826188,0.881554700601756
1,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,False,Loung,False,None,cross_entropy_loss,388.86377870052235,0.8440366972477065,0.8435314685314685,0.8440366972477065,0.846785212797441,0.8447654346664677
2,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,False,Loung,False,None,cross_entropy_loss,451.43465549573983,0.8532110091743119,0.8548951048951049,0.8532110091743119,0.8572467037649771,0.8540720902109016
3,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,False,Loung,False,None,cross_entropy_loss,352.6596739357765,0.8715596330275229,0.8739510489510489,0.8715596330275229,0.8754323958489999,0.8723130789345389
4,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,False,Loung,False,None,cross_entropy_loss,448.9156502015,0.8440366972477065,0.8582167832167832,0.8440366972477065,0.8641182466870541,0.8454929372360565
0,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,True,Loung,False,None,cross_entropy_loss,335.04731551004113,0.8532110091743119,0.8622377622377622,0.8532110091743119,0.8649977095172653,0.8545144633278187
1,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,True,Loung,False,None,cross_entropy_loss,406.7344292456951,0.8532110091743119,0.8585664335664336,0.8532110091743119,0.8606561965479709,0.8543444176484293
2,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,True,Loung,False,None,cross_entropy_loss,496.86225236665217,0.8256880733944955,0.8318181818181818,0.8256880733944955,0.8354144568298689,0.8271499962706049
3,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,True,Loung,False,None,cross_entropy_loss,351.3368759855218,0.8623853211009175,0.8589160839160839,0.8623853211009175,0.8630128695208971,0.8626250470462166
4,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,True,Loung,False,None,cross_entropy_loss,440.47366165021145,0.8348623853211009,0.8431818181818183,0.8348623853211009,0.8467728955416063,0.8363287712437962
0,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,False,Loung,True,None,cross_entropy_loss,320.1029670260368,0.8440366972477065,0.8472027972027972,0.8440366972477065,0.8497472383448792,0.845109993094604
1,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,False,Loung,True,None,cross_entropy_loss,358.5264552405121,0.8440366972477065,0.83986013986014,0.8440366972477065,0.8447247706422019,0.8443083866523791
2,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,False,Loung,True,None,cross_entropy_loss,498.4108773327749,0.7981651376146789,0.8050699300699301,0.7981651376146789,0.8103232675902884,0.7999573870757507
3,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,False,Loung,True,None,cross_entropy_loss,332.5133935770857,0.8440366972477065,0.8435314685314685,0.8440366972477065,0.846785212797441,0.8447654346664677
4,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,False,Loung,True,None,cross_entropy_loss,441.5427527296434,0.8348623853211009,0.8468531468531468,0.8348623853211009,0.8519754116084391,0.8364070398801724
0,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,True,Loung,True,None,cross_entropy_loss,300.0055329909018,0.8440366972477065,0.8508741258741259,0.8440366972477065,0.8536111059419023,0.8453447335052781
1,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,True,Loung,True,None,cross_entropy_loss,369.08361592424023,0.8348623853211009,0.8358391608391609,0.8348623853211009,0.8390610116809546,0.8358311014872644
2,Urine-NIR,0.0016642453970976412,86.62066144044952,12,96,UrineDERIV_in_GNA_VAE_derivate,True,Loung,True,None,cross_entropy_loss,420.14648465497777,0.8623853211009175,0.8736013986013986,0.8623853211009175,0.8766568164395756,0.8636516059540401
